1.240689361000000000e+09,1.747000000000000000e+03,1.807000000000000000e+03,2.199000000000000000e+03,-1.147670000000000000e+05
1.240711081000000000e+09,1.744000000000000000e+03,1.816000000000000000e+03,2.197000000000000000e+03,-1.146940000000000000e+05
1.240733081000000000e+09,1.744000000000000000e+03,1.808000000000000000e+03,2.198000000000000000e+03,-1.147660000000000000e+05
1.240754081000000000e+09,1.744000000000000000e+03,1.808000000000000000e+03,2.195000000000000000e+03,-1.148130000000000000e+05
1.240776081000000000e+09,1.744000000000000000e+03,1.815000000000000000e+03,2.199000000000000000e+03,-1.148990000000000000e+05
1.240799081000000000e+09,1.743000000000000000e+03,1.808000000000000000e+03,2.191000000000000000e+03,-1.149210000000000000e+05
1.240821081000000000e+09,1.743000000000000000e+03,1.814000000000000000e+03,2.205000000000000000e+03,-1.150020000000000000e+05
1.240844081000000000e+09,1.744000000000000000e+03,1.815000000000000000e+03,2.195000000000000000e+03,-1.150590000000000000e+05
1.240867081000000000e+09,1.749000000000000000e+03,1.817000000000000000e+03,2.199000000000000000e+03,-1.150730000000000000e+05
1.240889081000000000e+09,1.744000000000000000e+03,1.811000000000000000e+03,2.192000000000000000e+03,-1.150950000000000000e+05
1.240912081000000000e+09,1.747000000000000000e+03,1.815000000000000000e+03,2.198000000000000000e+03,-1.150500000000000000e+05
1.240934081000000000e+09,1.744000000000000000e+03,1.809000000000000000e+03,2.199000000000000000e+03,-1.151410000000000000e+05
1.240957081000000000e+09,1.745000000000000000e+03,1.817000000000000000e+03,2.192000000000000000e+03,-1.151700000000000000e+05
1.240979081000000000e+09,1.744000000000000000e+03,1.807000000000000000e+03,2.193000000000000000e+03,-1.151670000000000000e+05
1.241000081000000000e+09,1.744000000000000000e+03,1.808000000000000000e+03,2.193000000000000000e+03,-1.151810000000000000e+05
1.241022081000000000e+09,1.746000000000000000e+03,1.806000000000000000e+03,2.199000000000000000e+03,-1.152240000000000000e+05
1.241045081000000000e+09,1.746000000000000000e+03,1.811000000000000000e+03,2.199000000000000000e+03,-1.152530000000000000e+05
1.241067081000000000e+09,1.751000000000000000e+03,1.808000000000000000e+03,2.193000000000000000e+03,-1.153010000000000000e+05
1.241090081000000000e+09,1.743000000000000000e+03,1.808000000000000000e+03,2.199000000000000000e+03,-1.153570000000000000e+05
1.241113081000000000e+09,1.745000000000000000e+03,1.808000000000000000e+03,2.195000000000000000e+03,-1.153170000000000000e+05
1.241135081000000000e+09,1.744000000000000000e+03,1.808000000000000000e+03,2.191000000000000000e+03,-1.150960000000000000e+05
1.241158081000000000e+09,1.744000000000000000e+03,1.810000000000000000e+03,2.194000000000000000e+03,-1.146060000000000000e+05
1.241180081000000000e+09,1.745000000000000000e+03,1.809000000000000000e+03,2.194000000000000000e+03,-1.142940000000000000e+05
1.241203081000000000e+09,1.749000000000000000e+03,1.810000000000000000e+03,2.199000000000000000e+03,-1.142030000000000000e+05
1.241226081000000000e+09,1.744000000000000000e+03,1.808000000000000000e+03,2.195000000000000000e+03,-1.141770000000000000e+05
1.241248081000000000e+09,1.745000000000000000e+03,1.808000000000000000e+03,2.199000000000000000e+03,-1.142660000000000000e+05
1.241271081000000000e+09,1.747000000000000000e+03,1.811000000000000000e+03,2.194000000000000000e+03,-1.143750000000000000e+05
1.241293081000000000e+09,1.744000000000000000e+03,1.814000000000000000e+03,2.198000000000000000e+03,-1.144960000000000000e+05
1.241316081000000000e+09,1.744000000000000000e+03,1.814000000000000000e+03,2.192000000000000000e+03,-1.145890000000000000e+05
1.241339081000000000e+09,1.749000000000000000e+03,1.808000000000000000e+03,2.202000000000000000e+03,-1.146410000000000000e+05
1.241361081000000000e+09,1.744000000000000000e+03,1.814000000000000000e+03,2.205000000000000000e+03,-1.147530000000000000e+05
1.241384081000000000e+09,1.747000000000000000e+03,1.809000000000000000e+03,2.183000000000000000e+03,-1.147830000000000000e+05
1.241406081000000000e+09,1.744000000000000000e+03,1.811000000000000000e+03,2.192000000000000000e+03,-1.148520000000000000e+05
1.241429081000000000e+09,1.744000000000000000e+03,1.810000000000000000e+03,2.192000000000000000e+03,-1.148490000000000000e+05
1.241451081000000000e+09,1.746000000000000000e+03,1.808000000000000000e+03,2.203000000000000000e+03,-1.147950000000000000e+05
1.241472081000000000e+09,1.743000000000000000e+03,1.814000000000000000e+03,2.195000000000000000e+03,-1.147670000000000000e+05
1.241494081000000000e+09,1.745000000000000000e+03,1.809000000000000000e+03,2.193000000000000000e+03,-1.148280000000000000e+05
1.241517081000000000e+09,1.749000000000000000e+03,1.809000000000000000e+03,2.197000000000000000e+03,-1.148200000000000000e+05
1.241539081000000000e+09,1.747000000000000000e+03,1.807000000000000000e+03,2.192000000000000000e+03,-1.148860000000000000e+05
1.241562081000000000e+09,1.746000000000000000e+03,1.814000000000000000e+03,2.193000000000000000e+03,-1.149590000000000000e+05
